"","NF48_NF59","NF59_NF66"
"atf3.S",0.362952031478326,0.019925922979681
"runx2.S",0.34992348721995,2.22606542809521
"tgif1.S",0.344453057779365,0
"klf10.S",0.335193538129492,0.109907924834716
"smarca1.L",0.308768512822764,1.27989805983272
"runx2.L",0.294921795867943,1.70030632791956
"jarid2.L",0.280407349129505,1.14455296835281
"tcf7l2.S",0.27422187774349,0.405603189566164
"maf.S",0.243521943100252,3.88580819710115
"baz2b.S",0.240340137945735,0.0402228870858001
"klf4.L",0.21941386845411,0.981629365919234
"tcf7l2.L",0.190029154197789,0.226009213795568
"zfp36l1.S",0.188987520487168,3.2855354808194
"cux1.S",0.178657158594336,1.86695967117183
"pbx1.S",0.166792074468541,1.07631600945845
"six4.L",0.150149557674788,2.1341975884087
"nfatc1.S",0.117836222338993,5.09742023424597
"stat1.L",0.0875441326533556,0.0373116943758548
"zfhx4.L",0.0799512563122079,6.70684061527203
"bhlhe40.S",0.0790996581006372,0.844432500077796
"osr2.S",0.0655960384746046,0
"meis1.L",0.0574524548250739,0.0488783649587694
"plscr1.L",0.0305502086100338,0.00199549713516968
"maf.L",0.028788242603889,2.12036716667469
"nfib.S",0.013957059712886,2.14095625240363
"gsc.L",0,2.41257322210624
"gsc.S",0,1.71210264161833
"hoxa11.L",0,2.24910705440705
"hoxa13.L",0,2.22022025196968
"hoxd13.L",0,1.22333106023473
"klf13.L",0,1.47480349983319
"msx1.S",0,1.69504225773254
"nfatc1.L",0,4.01191546210305
"nfix.L",0,14.1336900291183
"nr4a2.L",0,2.63552761430835
"nr4a2.S",0,3.13881166237629
"scx.L",0,79.5809196300235
"scx.S",0,58.8487148624479
"six2.S",0,1.59717338963363
"sp7.L",0,48.6539181118097
"zfhx4.S",0,5.40956448094415
"alx1.L",0,0.00165822829330135
"alx4.S",0,0.216303596544471
"ebf2.L",0,0
"foxr1.L",0,0
"klf4.S",0,0.194642048568757
"mxd4.S",0,0.678367921648845
"nr2f2.S",0,0
"osr1.L",0,0
"runx1.L",0,0.180489798110315
"twist2.S",0,0
